,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,track_uri,track_href,analysis_url,duration_ms,time_signature
457,0.603,0.58,5,-4.779,0,0.149,0.668,0.0,0.0894,0.754,144.126,audio_features,1TuWvRPQ69CkLyBD46AS0r,1TuWvRPQ69CkLyBD46AS0r,https://api.spotify.com/v1/tracks/1TuWvRPQ69CkLyBD46AS0r,https://api.spotify.com/v1/audio-analysis/1TuWvRPQ69CkLyBD46AS0r,246973,4
458,0.644,0.661,4,-6.161,1,0.0332,0.144,1.54e-06,0.177,0.55,82.022,audio_features,06Xh1KvQofFghlSt33mFjc,06Xh1KvQofFghlSt33mFjc,https://api.spotify.com/v1/tracks/06Xh1KvQofFghlSt33mFjc,https://api.spotify.com/v1/audio-analysis/06Xh1KvQofFghlSt33mFjc,213373,4
459,0.574,0.462,1,-7.928,1,0.0324,0.661,2.71e-05,0.0855,0.501,139.909,audio_features,1tyxZ2buhi3Zn32j5LEpb5,1tyxZ2buhi3Zn32j5LEpb5,https://api.spotify.com/v1/tracks/1tyxZ2buhi3Zn32j5LEpb5,https://api.spotify.com/v1/audio-analysis/1tyxZ2buhi3Zn32j5LEpb5,175942,4
460,0.639,0.297,7,-11.18,1,0.0334,0.938,0.0839,0.18,0.292,113.989,audio_features,4kfjA6WfgKBt7I7YKuDCkU,4kfjA6WfgKBt7I7YKuDCkU,https://api.spotify.com/v1/tracks/4kfjA6WfgKBt7I7YKuDCkU,https://api.spotify.com/v1/audio-analysis/4kfjA6WfgKBt7I7YKuDCkU,211483,3
461,0.539,0.687,1,-7.055,0,0.0707,0.299,0.000191,0.405,0.343,150.139,audio_features,31wkOICyh6BgHHyPgbBz0D,31wkOICyh6BgHHyPgbBz0D,https://api.spotify.com/v1/tracks/31wkOICyh6BgHHyPgbBz0D,https://api.spotify.com/v1/audio-analysis/31wkOICyh6BgHHyPgbBz0D,209907,4
462,0.865,0.497,7,-7.66,0,0.272,0.431,0.0291,0.111,0.58,107.024,audio_features,7mSSl3l2wqx4KrwY6mC79d,7mSSl3l2wqx4KrwY6mC79d,https://api.spotify.com/v1/tracks/7mSSl3l2wqx4KrwY6mC79d,https://api.spotify.com/v1/audio-analysis/7mSSl3l2wqx4KrwY6mC79d,189689,4
463,0.34,0.684,11,-6.306,1,0.044,0.00979,0.0,0.348,0.556,112.969,audio_features,5UXJzLFdBn6u9FJTCnoHrH,5UXJzLFdBn6u9FJTCnoHrH,https://api.spotify.com/v1/tracks/5UXJzLFdBn6u9FJTCnoHrH,https://api.spotify.com/v1/audio-analysis/5UXJzLFdBn6u9FJTCnoHrH,248819,4
464,0.609,0.286,9,-13.184,1,0.0469,0.608,0.000591,0.122,0.14,151.86,audio_features,26ao8h4lge7K2yltgKXrVc,26ao8h4lge7K2yltgKXrVc,https://api.spotify.com/v1/tracks/26ao8h4lge7K2yltgKXrVc,https://api.spotify.com/v1/audio-analysis/26ao8h4lge7K2yltgKXrVc,250680,3
465,0.555,0.536,7,-8.233,1,0.0452,0.669,0.0,0.0623,0.203,118.057,audio_features,1mw0RgNXIpYRyyCdBQbLgA,1mw0RgNXIpYRyyCdBQbLgA,https://api.spotify.com/v1/tracks/1mw0RgNXIpYRyyCdBQbLgA,https://api.spotify.com/v1/audio-analysis/1mw0RgNXIpYRyyCdBQbLgA,191638,4
466,0.731,0.356,7,-8.196,1,0.113,0.61,0.0,0.152,0.421,137.661,audio_features,0BNmGdxb8St6XZF4kYAQsX,0BNmGdxb8St6XZF4kYAQsX,https://api.spotify.com/v1/tracks/0BNmGdxb8St6XZF4kYAQsX,https://api.spotify.com/v1/audio-analysis/0BNmGdxb8St6XZF4kYAQsX,167552,4
467,0.322,0.231,4,-12.919,1,0.0347,0.932,0.00076,0.149,0.228,91.186,audio_features,0MIiqne6YsbsDz4z9MGA2K,0MIiqne6YsbsDz4z9MGA2K,https://api.spotify.com/v1/tracks/0MIiqne6YsbsDz4z9MGA2K,https://api.spotify.com/v1/audio-analysis/0MIiqne6YsbsDz4z9MGA2K,132000,3
468,0.61,0.473,9,-8.433,0,0.389,0.136,0.0,0.0828,0.528,183.926,audio_features,2vDH0r4FU75wEivLDZcvze,2vDH0r4FU75wEivLDZcvze,https://api.spotify.com/v1/tracks/2vDH0r4FU75wEivLDZcvze,https://api.spotify.com/v1/audio-analysis/2vDH0r4FU75wEivLDZcvze,183727,4
469,0.381,0.581,6,-6.211,0,0.241,0.639,0.0,0.287,0.45,85.828,audio_features,3rDNrE1iwADO9pfHNovykb,3rDNrE1iwADO9pfHNovykb,https://api.spotify.com/v1/tracks/3rDNrE1iwADO9pfHNovykb,https://api.spotify.com/v1/audio-analysis/3rDNrE1iwADO9pfHNovykb,137446,3
470,0.854,0.224,6,-8.182,0,0.0568,0.386,3.71e-05,0.107,0.311,130.032,audio_features,5McNI2nNzvbefXlDWafirl,5McNI2nNzvbefXlDWafirl,https://api.spotify.com/v1/tracks/5McNI2nNzvbefXlDWafirl,https://api.spotify.com/v1/audio-analysis/5McNI2nNzvbefXlDWafirl,196798,4
471,0.67,0.412,4,-8.213,0,0.0779,0.638,1.75e-05,0.0678,0.281,130.005,audio_features,6zaayoVlfFp5YmQArKWkRG,6zaayoVlfFp5YmQArKWkRG,https://api.spotify.com/v1/tracks/6zaayoVlfFp5YmQArKWkRG,https://api.spotify.com/v1/audio-analysis/6zaayoVlfFp5YmQArKWkRG,184258,3
472,0.706,0.348,2,-4.25,1,0.035,0.663,0.0,0.194,0.474,111.81,audio_features,5eiD8KqhdRr2mI9oVq6yex,5eiD8KqhdRr2mI9oVq6yex,https://api.spotify.com/v1/tracks/5eiD8KqhdRr2mI9oVq6yex,https://api.spotify.com/v1/audio-analysis/5eiD8KqhdRr2mI9oVq6yex,111696,4
473,0.585,0.51,7,-8.056,1,0.0705,0.818,5.81e-06,0.28,0.622,78.324,audio_features,0ywYfM7AOcyvOql97K6O5p,0ywYfM7AOcyvOql97K6O5p,https://api.spotify.com/v1/tracks/0ywYfM7AOcyvOql97K6O5p,https://api.spotify.com/v1/audio-analysis/0ywYfM7AOcyvOql97K6O5p,140446,4
474,0.795,0.584,8,-5.758,0,0.0396,0.172,2.99e-05,0.103,0.785,127.05,audio_features,0ZpHuEhi1CvOJgrqOSy8mv,0ZpHuEhi1CvOJgrqOSy8mv,https://api.spotify.com/v1/tracks/0ZpHuEhi1CvOJgrqOSy8mv,https://api.spotify.com/v1/audio-analysis/0ZpHuEhi1CvOJgrqOSy8mv,146274,4
475,0.713,0.421,11,-8.692,1,0.0362,0.657,2.32e-06,0.139,0.59,79.005,audio_features,2khJckZKgm10rTK583uKuQ,2khJckZKgm10rTK583uKuQ,https://api.spotify.com/v1/tracks/2khJckZKgm10rTK583uKuQ,https://api.spotify.com/v1/audio-analysis/2khJckZKgm10rTK583uKuQ,193047,3
476,0.511,0.594,1,-4.799,0,0.0316,0.651,0.177,0.249,0.143,94.473,audio_features,6GD1eomgaGT1Epto6Q5eAo,6GD1eomgaGT1Epto6Q5eAo,https://api.spotify.com/v1/tracks/6GD1eomgaGT1Epto6Q5eAo,https://api.spotify.com/v1/audio-analysis/6GD1eomgaGT1Epto6Q5eAo,209260,3
477,0.719,0.63,5,-7.142,1,0.0853,0.255,0.557,0.141,0.4,170.103,audio_features,0OrwGH9aeguhopTVubv0VZ,0OrwGH9aeguhopTVubv0VZ,https://api.spotify.com/v1/tracks/0OrwGH9aeguhopTVubv0VZ,https://api.spotify.com/v1/audio-analysis/0OrwGH9aeguhopTVubv0VZ,84875,4
478,0.471,0.229,8,-6.504,1,0.0358,0.953,0.0,0.0909,0.358,68.41,audio_features,0PKAijroHpnEtdY20bkGdr,0PKAijroHpnEtdY20bkGdr,https://api.spotify.com/v1/tracks/0PKAijroHpnEtdY20bkGdr,https://api.spotify.com/v1/audio-analysis/0PKAijroHpnEtdY20bkGdr,137250,3
479,0.642,0.569,7,-9.866,0,0.444,0.0659,0.0,0.374,0.21,75.002,audio_features,1ClHCOX8C1aB9RNtXJrQKO,1ClHCOX8C1aB9RNtXJrQKO,https://api.spotify.com/v1/tracks/1ClHCOX8C1aB9RNtXJrQKO,https://api.spotify.com/v1/audio-analysis/1ClHCOX8C1aB9RNtXJrQKO,199181,4
480,0.793,0.608,5,-6.16,0,0.134,0.37,0.0,0.0878,0.41,104.991,audio_features,19PlxAaw2sGJ4DtyTFwkUj,19PlxAaw2sGJ4DtyTFwkUj,https://api.spotify.com/v1/tracks/19PlxAaw2sGJ4DtyTFwkUj,https://api.spotify.com/v1/audio-analysis/19PlxAaw2sGJ4DtyTFwkUj,147017,4
481,0.844,0.448,10,-9.582,0,0.24,0.286,0.0,0.0785,0.451,95.998,audio_features,1VgPQTiQKj9baILY8qm5Nv,1VgPQTiQKj9baILY8qm5Nv,https://api.spotify.com/v1/tracks/1VgPQTiQKj9baILY8qm5Nv,https://api.spotify.com/v1/audio-analysis/1VgPQTiQKj9baILY8qm5Nv,143505,4
482,0.704,0.634,7,-4.929,0,0.276,0.182,0.0,0.108,0.461,158.113,audio_features,0MxDjHjeFZYfNZ6AL1ClCu,0MxDjHjeFZYfNZ6AL1ClCu,https://api.spotify.com/v1/tracks/0MxDjHjeFZYfNZ6AL1ClCu,https://api.spotify.com/v1/audio-analysis/0MxDjHjeFZYfNZ6AL1ClCu,127893,4
483,0.66,0.646,9,-5.788,1,0.0469,0.655,0.0,0.188,0.336,130.003,audio_features,7xXUNbWepi09rzwW1Il61B,7xXUNbWepi09rzwW1Il61B,https://api.spotify.com/v1/tracks/7xXUNbWepi09rzwW1Il61B,https://api.spotify.com/v1/audio-analysis/7xXUNbWepi09rzwW1Il61B,188308,4
484,0.651,0.205,9,-10.572,1,0.0465,0.719,0.000832,0.122,0.123,110.016,audio_features,4T2UFptnPrq5O4PTNU7e6h,4T2UFptnPrq5O4PTNU7e6h,https://api.spotify.com/v1/tracks/4T2UFptnPrq5O4PTNU7e6h,https://api.spotify.com/v1/audio-analysis/4T2UFptnPrq5O4PTNU7e6h,152727,4
485,0.729,0.754,2,-5.801,1,0.0413,0.63,0.0,0.106,0.633,160.058,audio_features,1TFjaQJBuFRFBjBpmKXQwA,1TFjaQJBuFRFBjBpmKXQwA,https://api.spotify.com/v1/tracks/1TFjaQJBuFRFBjBpmKXQwA,https://api.spotify.com/v1/audio-analysis/1TFjaQJBuFRFBjBpmKXQwA,189429,4
486,0.49,0.511,2,-6.659,0,0.33,0.19,0.0,0.673,0.681,84.371,audio_features,3I7Ojs806okVaVl045FkSu,3I7Ojs806okVaVl045FkSu,https://api.spotify.com/v1/tracks/3I7Ojs806okVaVl045FkSu,https://api.spotify.com/v1/audio-analysis/3I7Ojs806okVaVl045FkSu,127053,4
487,0.631,0.418,2,-7.443,1,0.0482,0.462,0.0,0.0761,0.491,68.047,audio_features,5hPewfonZMGexEhuuTDaDH,5hPewfonZMGexEhuuTDaDH,https://api.spotify.com/v1/tracks/5hPewfonZMGexEhuuTDaDH,https://api.spotify.com/v1/audio-analysis/5hPewfonZMGexEhuuTDaDH,199684,4
488,0.817,0.298,5,-10.278,1,0.0597,0.251,0.0,0.161,0.646,90.24,audio_features,0iSlsns09IJmctXduvONSJ,0iSlsns09IJmctXduvONSJ,https://api.spotify.com/v1/tracks/0iSlsns09IJmctXduvONSJ,https://api.spotify.com/v1/audio-analysis/0iSlsns09IJmctXduvONSJ,216000,4
489,0.908,0.636,4,-7.987,1,0.0364,0.066,0.0,0.161,0.925,126.027,audio_features,2OQMSCUE6ClEZFJFFNqNrQ,2OQMSCUE6ClEZFJFFNqNrQ,https://api.spotify.com/v1/tracks/2OQMSCUE6ClEZFJFFNqNrQ,https://api.spotify.com/v1/audio-analysis/2OQMSCUE6ClEZFJFFNqNrQ,120000,4
490,0.738,0.512,11,-6.7,0,0.0675,0.14,0.0,0.0571,0.751,81.629,audio_features,4ilDoVrv6RZjiyTgP1Gb1G,4ilDoVrv6RZjiyTgP1Gb1G,https://api.spotify.com/v1/tracks/4ilDoVrv6RZjiyTgP1Gb1G,https://api.spotify.com/v1/audio-analysis/4ilDoVrv6RZjiyTgP1Gb1G,193948,4
491,0.418,0.37,1,-10.416,1,0.104,0.583,0.00726,0.132,0.243,179.66,audio_features,41pmDwHHK9rvdvp6sezqaf,41pmDwHHK9rvdvp6sezqaf,https://api.spotify.com/v1/tracks/41pmDwHHK9rvdvp6sezqaf,https://api.spotify.com/v1/audio-analysis/41pmDwHHK9rvdvp6sezqaf,152020,4
492,0.683,0.468,9,-10.058,0,0.0743,0.87,0.673,0.108,0.47,117.095,audio_features,1w327AHTCoChRIkJUprAnV,1w327AHTCoChRIkJUprAnV,https://api.spotify.com/v1/tracks/1w327AHTCoChRIkJUprAnV,https://api.spotify.com/v1/audio-analysis/1w327AHTCoChRIkJUprAnV,57496,4
493,0.699,0.0752,8,-19.751,0,0.228,0.964,0.0363,0.106,0.481,64.23,audio_features,1ljglUWkHT85jxPnO3pJpE,1ljglUWkHT85jxPnO3pJpE,https://api.spotify.com/v1/tracks/1ljglUWkHT85jxPnO3pJpE,https://api.spotify.com/v1/audio-analysis/1ljglUWkHT85jxPnO3pJpE,92656,4
494,0.572,0.559,10,-5.631,1,0.0317,0.0358,0.0,0.18,0.201,126.017,audio_features,2NtaQWHy64UAgxO1tv6EY6,2NtaQWHy64UAgxO1tv6EY6,https://api.spotify.com/v1/tracks/2NtaQWHy64UAgxO1tv6EY6,https://api.spotify.com/v1/audio-analysis/2NtaQWHy64UAgxO1tv6EY6,216531,4
495,0.547,0.577,10,-5.623,1,0.03,0.324,0.0,0.198,0.365,170.715,audio_features,0dNN5wjTkbJnQkOnzh9WUH,0dNN5wjTkbJnQkOnzh9WUH,https://api.spotify.com/v1/tracks/0dNN5wjTkbJnQkOnzh9WUH,https://api.spotify.com/v1/audio-analysis/0dNN5wjTkbJnQkOnzh9WUH,189636,3
496,0.794,0.454,4,-7.848,1,0.0477,0.445,0.0,0.127,0.913,144.926,audio_features,4Ef7cEjeHhh7vYBzmPq4oE,4Ef7cEjeHhh7vYBzmPq4oE,https://api.spotify.com/v1/tracks/4Ef7cEjeHhh7vYBzmPq4oE,https://api.spotify.com/v1/audio-analysis/4Ef7cEjeHhh7vYBzmPq4oE,150298,4
497,0.383,0.271,0,-12.538,1,0.0832,0.919,0.0,0.368,0.341,69.234,audio_features,5pt77s4Vt9RGvveriqai7A,5pt77s4Vt9RGvveriqai7A,https://api.spotify.com/v1/tracks/5pt77s4Vt9RGvveriqai7A,https://api.spotify.com/v1/audio-analysis/5pt77s4Vt9RGvveriqai7A,248500,3
498,0.568,0.867,0,-5.183,1,0.15,0.209,0.0,0.407,0.441,175.994,audio_features,1tX0Z3tA7vsal85V1sw3QM,1tX0Z3tA7vsal85V1sw3QM,https://api.spotify.com/v1/tracks/1tX0Z3tA7vsal85V1sw3QM,https://api.spotify.com/v1/audio-analysis/1tX0Z3tA7vsal85V1sw3QM,156825,4
499,0.625,0.456,1,-10.624,0,0.0698,0.142,0.000164,0.402,0.762,146.091,audio_features,3aVGj0g3QKbbXn8uNBFZIH,3aVGj0g3QKbbXn8uNBFZIH,https://api.spotify.com/v1/tracks/3aVGj0g3QKbbXn8uNBFZIH,https://api.spotify.com/v1/audio-analysis/3aVGj0g3QKbbXn8uNBFZIH,105215,4
500,0.582,0.541,6,-8.76,0,0.0634,0.221,0.0,0.0908,0.694,155.029,audio_features,2T9MK0ZLDHEcokAPQ2LOv6,2T9MK0ZLDHEcokAPQ2LOv6,https://api.spotify.com/v1/tracks/2T9MK0ZLDHEcokAPQ2LOv6,https://api.spotify.com/v1/audio-analysis/2T9MK0ZLDHEcokAPQ2LOv6,199742,4
501,0.801,0.393,9,-7.148,1,0.0376,0.699,0.0,0.0956,0.721,130.039,audio_features,70tLrpKoAyqRabM2jGsRp0,70tLrpKoAyqRabM2jGsRp0,https://api.spotify.com/v1/tracks/70tLrpKoAyqRabM2jGsRp0,https://api.spotify.com/v1/audio-analysis/70tLrpKoAyqRabM2jGsRp0,199385,4
502,0.725,0.543,6,-9.089,1,0.0387,0.28,0.475,0.113,0.415,140.051,audio_features,61jCFoNIuzQnc9UovuzNVW,61jCFoNIuzQnc9UovuzNVW,https://api.spotify.com/v1/tracks/61jCFoNIuzQnc9UovuzNVW,https://api.spotify.com/v1/audio-analysis/61jCFoNIuzQnc9UovuzNVW,151578,4
503,0.715,0.441,4,-8.0,1,0.034,0.43,0.0249,0.106,0.565,95.032,audio_features,2uFUJAyfS7de4VTKNwZWZc,2uFUJAyfS7de4VTKNwZWZc,https://api.spotify.com/v1/tracks/2uFUJAyfS7de4VTKNwZWZc,https://api.spotify.com/v1/audio-analysis/2uFUJAyfS7de4VTKNwZWZc,180000,3
504,0.833,0.498,6,-4.509,1,0.0407,0.386,1.21e-05,0.118,0.701,95.017,audio_features,4HaI6qDEZYHG0sQnd54FDQ,4HaI6qDEZYHG0sQnd54FDQ,https://api.spotify.com/v1/tracks/4HaI6qDEZYHG0sQnd54FDQ,https://api.spotify.com/v1/audio-analysis/4HaI6qDEZYHG0sQnd54FDQ,183773,4
505,0.87,0.498,9,-8.339,0,0.0622,0.046,0.0,0.146,0.692,110.017,audio_features,1NCWXbUyF88ee30OMAe7dO,1NCWXbUyF88ee30OMAe7dO,https://api.spotify.com/v1/tracks/1NCWXbUyF88ee30OMAe7dO,https://api.spotify.com/v1/audio-analysis/1NCWXbUyF88ee30OMAe7dO,176532,4
506,0.611,0.256,8,-11.29,1,0.0733,0.899,0.00497,0.125,0.585,123.535,audio_features,3YhAZVvU1yeGo1l6aLK0V6,3YhAZVvU1yeGo1l6aLK0V6,https://api.spotify.com/v1/tracks/3YhAZVvU1yeGo1l6aLK0V6,https://api.spotify.com/v1/audio-analysis/3YhAZVvU1yeGo1l6aLK0V6,58018,4
507,0.896,0.406,1,-8.326,1,0.11,0.384,0.0,0.0578,0.964,127.088,audio_features,7gEw6TDaj60NOibnidPBix,7gEw6TDaj60NOibnidPBix,https://api.spotify.com/v1/tracks/7gEw6TDaj60NOibnidPBix,https://api.spotify.com/v1/audio-analysis/7gEw6TDaj60NOibnidPBix,97293,3
508,0.466,0.327,0,-11.899,1,0.048,0.909,0.0444,0.116,0.467,112.912,audio_features,1Az7ISXH7Fga46OH5eeMxG,1Az7ISXH7Fga46OH5eeMxG,https://api.spotify.com/v1/tracks/1Az7ISXH7Fga46OH5eeMxG,https://api.spotify.com/v1/audio-analysis/1Az7ISXH7Fga46OH5eeMxG,144751,4
509,0.716,0.854,10,-4.304,1,0.0677,0.132,5.3e-06,0.0616,0.963,87.538,audio_features,427JUJckVwkdx0susZPzjh,427JUJckVwkdx0susZPzjh,https://api.spotify.com/v1/tracks/427JUJckVwkdx0susZPzjh,https://api.spotify.com/v1/audio-analysis/427JUJckVwkdx0susZPzjh,185485,4
510,0.866,0.498,11,-4.25,1,0.0461,0.0843,0.0,0.278,0.684,106.985,audio_features,4eyHf2QbZZKoPWpZBYc0KX,4eyHf2QbZZKoPWpZBYc0KX,https://api.spotify.com/v1/tracks/4eyHf2QbZZKoPWpZBYc0KX,https://api.spotify.com/v1/audio-analysis/4eyHf2QbZZKoPWpZBYc0KX,171053,4
511,0.724,0.279,9,-8.678,1,0.2,0.282,0.00474,0.0924,0.476,162.136,audio_features,2v7yI88iezgRO9ka5gtUF1,2v7yI88iezgRO9ka5gtUF1,https://api.spotify.com/v1/tracks/2v7yI88iezgRO9ka5gtUF1,https://api.spotify.com/v1/audio-analysis/2v7yI88iezgRO9ka5gtUF1,107697,4
512,0.6,0.646,2,-6.985,0,0.235,0.135,0.0,0.153,0.43,91.653,audio_features,21JBW8EjewH9UplMGhObN8,21JBW8EjewH9UplMGhObN8,https://api.spotify.com/v1/tracks/21JBW8EjewH9UplMGhObN8,https://api.spotify.com/v1/audio-analysis/21JBW8EjewH9UplMGhObN8,211171,4
513,0.754,0.53,11,-10.846,0,0.0742,0.774,0.0176,0.116,0.899,140.014,audio_features,31ruOiu2IB2rkFOjkndL2K,31ruOiu2IB2rkFOjkndL2K,https://api.spotify.com/v1/tracks/31ruOiu2IB2rkFOjkndL2K,https://api.spotify.com/v1/audio-analysis/31ruOiu2IB2rkFOjkndL2K,150909,4
514,0.655,0.827,2,-4.661,0,0.346,0.385,0.0,0.136,0.334,96.248,audio_features,045yTNzD1xgxtATyd81jCy,045yTNzD1xgxtATyd81jCy,https://api.spotify.com/v1/tracks/045yTNzD1xgxtATyd81jCy,https://api.spotify.com/v1/audio-analysis/045yTNzD1xgxtATyd81jCy,96094,4
515,0.66,0.371,8,-9.24,1,0.0364,0.497,0.0,0.103,0.364,76.499,audio_features,40JBWkAZ1JgmgpObMGHjPi,40JBWkAZ1JgmgpObMGHjPi,https://api.spotify.com/v1/tracks/40JBWkAZ1JgmgpObMGHjPi,https://api.spotify.com/v1/audio-analysis/40JBWkAZ1JgmgpObMGHjPi,183107,3
516,0.409,0.513,7,-8.176,0,0.0452,0.519,2e-06,0.154,0.208,122.697,audio_features,3aqoPW6MDuK3g9aIVs0Qwn,3aqoPW6MDuK3g9aIVs0Qwn,https://api.spotify.com/v1/tracks/3aqoPW6MDuK3g9aIVs0Qwn,https://api.spotify.com/v1/audio-analysis/3aqoPW6MDuK3g9aIVs0Qwn,174264,4
517,0.814,0.681,11,-8.002,1,0.04,0.383,0.0256,0.271,0.963,132.023,audio_features,5FcK65jGaIPzdIUB9asktp,5FcK65jGaIPzdIUB9asktp,https://api.spotify.com/v1/tracks/5FcK65jGaIPzdIUB9asktp,https://api.spotify.com/v1/audio-analysis/5FcK65jGaIPzdIUB9asktp,156381,4
518,0.677,0.417,0,-8.125,1,0.0358,0.489,0.0,0.109,0.482,79.979,audio_features,1IoFHQNdaIlQWR9tJ9Oj5Q,1IoFHQNdaIlQWR9tJ9Oj5Q,https://api.spotify.com/v1/tracks/1IoFHQNdaIlQWR9tJ9Oj5Q,https://api.spotify.com/v1/audio-analysis/1IoFHQNdaIlQWR9tJ9Oj5Q,214875,4
519,0.705,0.597,0,-8.009,1,0.0927,0.578,3.64e-05,0.138,0.665,86.017,audio_features,7xPOV2FPzi7zaYBZnQytOW,7xPOV2FPzi7zaYBZnQytOW,https://api.spotify.com/v1/tracks/7xPOV2FPzi7zaYBZnQytOW,https://api.spotify.com/v1/audio-analysis/7xPOV2FPzi7zaYBZnQytOW,192750,4
520,0.745,0.559,9,-6.978,0,0.108,0.306,0.0,0.203,0.488,89.972,audio_features,3UPkEwUBZBQKjUrE9VV32x,3UPkEwUBZBQKjUrE9VV32x,https://api.spotify.com/v1/tracks/3UPkEwUBZBQKjUrE9VV32x,https://api.spotify.com/v1/audio-analysis/3UPkEwUBZBQKjUrE9VV32x,186008,4
521,0.655,0.617,11,-5.466,0,0.268,0.422,0.011,0.247,0.665,171.952,audio_features,36XMwwDfgKyl3nIksXbZ4G,36XMwwDfgKyl3nIksXbZ4G,https://api.spotify.com/v1/tracks/36XMwwDfgKyl3nIksXbZ4G,https://api.spotify.com/v1/audio-analysis/36XMwwDfgKyl3nIksXbZ4G,168147,4
522,0.542,0.417,11,-8.05,1,0.218,0.469,6.87e-06,0.139,0.279,75.279,audio_features,6yfGer1TKpxOjhSd5eL0DL,6yfGer1TKpxOjhSd5eL0DL,https://api.spotify.com/v1/tracks/6yfGer1TKpxOjhSd5eL0DL,https://api.spotify.com/v1/audio-analysis/6yfGer1TKpxOjhSd5eL0DL,186467,4
523,0.743,0.559,8,-4.369,0,0.0371,0.209,5.58e-06,0.211,0.429,79.981,audio_features,038yT5tqY1Fl6kYAbz8wCN,038yT5tqY1Fl6kYAbz8wCN,https://api.spotify.com/v1/tracks/038yT5tqY1Fl6kYAbz8wCN,https://api.spotify.com/v1/audio-analysis/038yT5tqY1Fl6kYAbz8wCN,203476,4
524,0.54,0.482,4,-7.89,1,0.0313,0.812,0.24,0.0977,0.359,129.844,audio_features,2VilPVzji1pAdkmujzRenI,2VilPVzji1pAdkmujzRenI,https://api.spotify.com/v1/tracks/2VilPVzji1pAdkmujzRenI,https://api.spotify.com/v1/audio-analysis/2VilPVzji1pAdkmujzRenI,204592,3
525,0.829,0.426,0,-12.215,1,0.0604,0.636,0.0756,0.113,0.962,141.01,audio_features,0six1LYkEh8vBorQvMF8hQ,0six1LYkEh8vBorQvMF8hQ,https://api.spotify.com/v1/tracks/0six1LYkEh8vBorQvMF8hQ,https://api.spotify.com/v1/audio-analysis/0six1LYkEh8vBorQvMF8hQ,166792,4
526,0.64,0.659,2,-8.307,0,0.0492,0.116,0.0,0.648,0.569,88.933,audio_features,1cH4Hlu7R2jiN5l6bvvsvT,1cH4Hlu7R2jiN5l6bvvsvT,https://api.spotify.com/v1/tracks/1cH4Hlu7R2jiN5l6bvvsvT,https://api.spotify.com/v1/audio-analysis/1cH4Hlu7R2jiN5l6bvvsvT,204507,4
527,0.859,0.423,1,-10.698,0,0.283,0.543,0.0,0.104,0.563,125.89,audio_features,5OFEJMirg4NPz7G1zgXDYu,5OFEJMirg4NPz7G1zgXDYu,https://api.spotify.com/v1/tracks/5OFEJMirg4NPz7G1zgXDYu,https://api.spotify.com/v1/audio-analysis/5OFEJMirg4NPz7G1zgXDYu,138410,4
528,0.827,0.692,8,-6.993,1,0.199,0.565,0.0,0.102,0.147,99.984,audio_features,0CHDCTdfTUsWvgsSbHqtqG,0CHDCTdfTUsWvgsSbHqtqG,https://api.spotify.com/v1/tracks/0CHDCTdfTUsWvgsSbHqtqG,https://api.spotify.com/v1/audio-analysis/0CHDCTdfTUsWvgsSbHqtqG,221625,4
529,0.574,0.469,4,-8.209,1,0.0254,0.534,9.21e-05,0.128,0.288,132.023,audio_features,78Sw5GDo6AlGwTwanjXbGh,78Sw5GDo6AlGwTwanjXbGh,https://api.spotify.com/v1/tracks/78Sw5GDo6AlGwTwanjXbGh,https://api.spotify.com/v1/audio-analysis/78Sw5GDo6AlGwTwanjXbGh,242485,4
530,0.358,0.284,7,-8.285,1,0.0285,0.805,0.0,0.183,0.276,99.796,audio_features,5Y35SjAfXjjG0sFQ3KOxmm,5Y35SjAfXjjG0sFQ3KOxmm,https://api.spotify.com/v1/tracks/5Y35SjAfXjjG0sFQ3KOxmm,https://api.spotify.com/v1/audio-analysis/5Y35SjAfXjjG0sFQ3KOxmm,180853,3
531,0.484,0.346,2,-10.441,1,0.0371,0.603,0.000181,0.204,0.0974,79.972,audio_features,69jstgacdd40OwG9cLl45r,69jstgacdd40OwG9cLl45r,https://api.spotify.com/v1/tracks/69jstgacdd40OwG9cLl45r,https://api.spotify.com/v1/audio-analysis/69jstgacdd40OwG9cLl45r,176747,3
532,0.555,0.508,9,-6.54,1,0.035,0.124,2.9e-06,0.196,0.288,139.751,audio_features,1Trna2zgrXLnIMGoZepn3X,1Trna2zgrXLnIMGoZepn3X,https://api.spotify.com/v1/tracks/1Trna2zgrXLnIMGoZepn3X,https://api.spotify.com/v1/audio-analysis/1Trna2zgrXLnIMGoZepn3X,157401,4
533,0.572,0.466,8,-10.312,0,0.0491,0.546,0.000136,0.0861,0.415,148.104,audio_features,5vzLCcoKeO0Qw8eXUA4esF,5vzLCcoKeO0Qw8eXUA4esF,https://api.spotify.com/v1/tracks/5vzLCcoKeO0Qw8eXUA4esF,https://api.spotify.com/v1/audio-analysis/5vzLCcoKeO0Qw8eXUA4esF,159160,3
534,0.802,0.691,6,-6.973,0,0.0466,0.0989,2.29e-06,0.277,0.452,97.021,audio_features,1nTzXNZCnZ0T7S8BqkL98r,1nTzXNZCnZ0T7S8BqkL98r,https://api.spotify.com/v1/tracks/1nTzXNZCnZ0T7S8BqkL98r,https://api.spotify.com/v1/audio-analysis/1nTzXNZCnZ0T7S8BqkL98r,154507,4
